source_file,line_number,section_hint,ref_hint,greek_char_count,raw_line,next_review
data/raw/1_enoch_charles_1912_djvu.txt,531,front matter and source discussion,,14,"βιβλίου τοῦ Ἐνώχ. The same phrase recurs in 1. p. 21, 47. Cf.",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,532,front matter and source discussion,,20,1. 42 ἐκ τοῦ πρώτου λόγου Ἐνώχ. Here and in the preceding work,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,538,front matter and source discussion,,25,"T. Lev. x. 5 (a, deg) καθὼς περιέχει ἡ (> ab) βίβλος ᾿Ενὼχ",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,552,front matter and source discussion,,30,"᾿ς Syneellus, op. cit. 1. 60 ὡς ἐν τῇ βίβλῳ αὐτοῦ ᾿Ενὼχ φέρεται.",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,559,front matter and source discussion,,29,T. Benj. ix. 1 ἀπὸ λογίων (= λόγων B-d) ᾿Ενὼχ τοῦ δικαίου.,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,563,front matter and source discussion,,19,T. Lev. xiv. 1 (8 A) ἔγνων ἀπὸ γραφῆς ᾿Ενώχ. See also in,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,605,front matter and source discussion,,8,recognition is given amply in the Ep. Barnabas xvi. 5 λέγει γὰρ,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,607,front matter and source discussion,,20,προφήταις ἐκπεφώνηται (referring to Enoch); in the third cen-,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,612,front matter and source discussion,,39,"1, 24) τοῦτο οὖν ἔφασαν αἱ dpxata καὶ ai θεῖαι γραφαί, ὅτι ἄγγελο",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,613,front matter and source discussion,,26,τινες ἐπεθύμησαν τῶν γυναικῶν. After the third century the,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,685,front matter and source discussion,,22,the following passages: 22° οὗ ἡ πηγὴ τοῦ ὕδατος ἐν αὐτῷ,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,687,front matter and source discussion,,23,171 ἐν ᾧ οἱ ὄντες ἐκεῖ γίγνονται (DY... WN) = ‘where the,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,689,front matter and source discussion,,37,"οἱ ὄντες. 32° οὗ ἐσθίουσιν ἁγίου τοῦ καρποῦ αὐτοῦ (,,,. WN",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,693,front matter and source discussion,,23,unemended text runs: ἀπὸ ἡμέρας .... θανάτου ἀφ᾽ ὧν τὰ,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,706,front matter and source discussion,,44,πνεύματα ἐκπορευόμενα ἐκ τῆς ψυχῆς τῆς σαρκὸς αὐτῶν. This,High-density Greek OCR line; verify against page image/PDF before source-row import.
data/raw/1_enoch_charles_1912_djvu.txt,710,front matter and source discussion,,16,"γιγάντων before ἀφ᾽ ὧν. This very phrase, moreover, τῶν",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,711,front matter and source discussion,,8,"γιγάντων is found in G*, though this version inserts after it",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,716,front matter and source discussion,,8,errors. In v. 6 Radermacher reads of ἀμίαντοι as an emendation,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,723,front matter and source discussion,,8,"the MS. wrongly, so also has Radermacher. It reads ἀμαρίτοι.",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,726,front matter and source discussion,,11,"emend ayapro: into ἀναμάρτητοι, but certainly not into dplavrou",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,736,front matter and source discussion,,8,"Justin Martyr, Apol. 11. 5; Athenagoras in his Πρεσβεία, x;_",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,806,front matter and source discussion,,10,tional clauses (πορεύου κτλ.) in G* 102» * belong most probably to,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,842,front matter and source discussion,,19,"Thus δῆσον in 10! where Gs E corruptly read δήλωσον, κατακρι",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,843,front matter and source discussion,,12,"in 10! where (8 Εὶ read κατακαυσθῇ. Cp. also 107,",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,852,front matter and source discussion,,28,tagav (G* εἶπον); 1011 δήλωσον (G* δῆσον) ; 10! Τκατακαυσθῖ,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,853,front matter and source discussion,,20,"("" κατακριθῇ); 145 Τἐθορύβαζον (a mistranslation of the Aramaic",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,854,front matter and source discussion,,11,original) G&; 1418 topos (G&. E = ὀπός) (corrupt for ὅρασις ὃ) ;,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,855,front matter and source discussion,,37,15° Τἀνωτέρων (G* ἀνθρώπων) ; 18° ἐβαστάζοντας ἐν νεφέλῃ ; 224,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,856,front matter and source discussion,,36,Τἐποίησαν for ἐποιήθησαν ; 25° teis ζωήν; 287 Τἀπὸ τῶν σπερμά-,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,861,front matter and source discussion,,18,"G9 and vice versa. Thus E Ο rightly add αὐτοῖς after ἐγεννήθησαν,",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,862,front matter and source discussion,,25,in 6! and read βασιλεὺς τῶν βασιλευόντων in 9* where ΘΒ reads,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,863,front matter and source discussion,,32,"β. τῶν αἰώνων, and πάντων τὴν ἐξουσίαν in 9° where (8 reads πᾶσαν",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,864,front matter and source discussion,,36,"τ. ἐξουσίαν, and attest ἐν ταῖς θηλείαις in 98 and εἰς ἀλλήλους ἐξ",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,865,front matter and source discussion,,16,"αὐτῶν εἰς αὐτούς in 10°, which Οδ in both cases omits. More-",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,866,front matter and source discussion,,18,"over, in 911 the corruption in E = ra εἰς αὐτούς (for ἐᾷς αὐτούς 50.",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,878,front matter and source discussion,,16,In the following passages E presupposes ὁμοῦ μετά for ὀμοῦνται.,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,879,front matter and source discussion,,30,in ὅδ; τὰ μετὰ αὐτά for μέταλλα in 8!; ἀνάγω for ἀναγνῷ in 184;,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,885,front matter and source discussion,,36,ay υστηρίου for μυρίων in 1816; ὡς εἰρηναῖαι for εἰς σειρῆνας in 19?;,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,888,front matter and source discussion,,18,"λαῷ for χάῳ in 20°; κοῖλοι for καλοί in 225) ὃ, Corruptions of",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,1643,front matter and source discussion,1 Enoch 7,9,§ 11. Criricat ΓΝΟΌΙΒΙΕΒ.,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,2421,front matter and source discussion,1 Enoch 7,8,ὃ Αι λονίο uncollated Ethiopie MSS. and with the Gizeh and other,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,2437,front matter and source discussion,1 Enoch 7,8,ξ ΟἸδπιθα lays great stress on the changes of person as betraying,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,2518,front matter and source discussion,1 Enoch 7,8,doubt as to the authenticity of the passages dealing with ΡΠ γϑίοαὶ.,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3284,front matter and source discussion,1 Enoch 7,12,EE δ τας ΒΕ ΘΕΌΣ σε ee,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3291,front matter and source discussion,1 Enoch 7,26,"11, In Εἰ the text = ἐξᾶραι πάντας τοὺς πονηρούς whereas GE has",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3292,front matter and source discussion,1 Enoch 7,23,"ἐξᾶραι πάντας τοὺς ἐχθρούς. The former, as the context shows, as well",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3321,front matter and source discussion,1 Enoch 7,39,"5%, ἐν ὑμῖν καταράσονται πάντες οἱ καταρώμενοι = ΩΝ 22",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3325,front matter and source discussion,1 Enoch 7,20,"5°>, Here G& reads ἁμάρτωσιν, but E = κριθήσονται = OUI",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3342,front matter and source discussion,1 Enoch 7,16,"i.e. NID, μανδοβαρά, 281, and βαβδηρά, 291, i.e. NIN. Another",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3343,front matter and source discussion,1 Enoch 7,8,"Aramaié form is χερουβίν, 1411 18 207, but this form is indecisive as",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3359,front matter and source discussion,1 Enoch 7,11,"1 Here 68 has μαζηρέους and cannot account for E. Hence E here, as in 1} δ᾿",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3397,front matter and source discussion,1 Enoch 7,33,ai γυναῖκες αὐτῶν τῶν παραβάντων ἀγγέλων. This is a literal reproduc-,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3401,front matter and source discussion,1 Enoch 7,29,construction recurs in Εἰ 98 which = συνεκοιμήθησαν μετ᾽ αὐτῶν μετὰ,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3404,front matter and source discussion,1 Enoch 7,10,"i τῶν θηλειῶν = NWI DY Noy 23. Here GS, it is true, has omitted",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3405,front matter and source discussion,1 Enoch 7,10,pera τῶν θηλειῶν. This omission was probably due to the un-,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3411,front matter and source discussion,1 Enoch 7,22,normalize the Greek. Thus G* reads συνεκοιμήθησαν per αὐτῶν καὶ,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3412,front matter and source discussion,1 Enoch 7,27,ἐν ταῖς θηλείαις ἐμιάνθησαν. Here the καί should be restored after,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3413,front matter and source discussion,1 Enoch 7,8,"θηλείαις. In 6° we have a third instance of this idiom, though in",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3416,front matter and source discussion,1 Enoch 7,26,a corrupt form: οὗτοί εἰσιν ἀρχαὶ αὐτῶν τῶν dexd(dwv) = ΠΝ Ἢ,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3424,front matter and source discussion,1 Enoch 7,41,τρίτος ἐδίδαξε τὰ σημεῖα τῆς γῆς. Now the 6 τρίτος in 67 is ᾿Αρακιήλ,High-density Greek OCR line; verify against page image/PDF before source-row import.
data/raw/1_enoch_charles_1912_djvu.txt,3427,front matter and source discussion,1 Enoch 7,36,"Again in G8 83 we have ὁ δὲ εἰκοστὸς ἐδίδαξε τὰ σημεῖα τῆς σελήνης,",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3428,front matter and source discussion,1 Enoch 7,19,where ὁ εἰκοστός according to Gs ΟἿ is Σαριήλ = >xnd. Here ΠΟ,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3430,front matter and source discussion,1 Enoch 7,21,is Aramaic for ‘moon’. Again in 8° the ὁ ὄγδοος in ὁ ὄγδοος ἐδίδαξε,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3431,front matter and source discussion,1 Enoch 7,16,"depooxoriar is in GE 67 Ἔζεκιήλ (65 Ζακιήλ) = dSyrpny. pm (= ἀήρ),",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3439,front matter and source discussion,1 Enoch 7,13,"to Raphael: ἴασαι τὴν γῆν = ΝΠ D5, in which there is an obvious",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3455,front matter and source discussion,1 Enoch 7,14,case in 9f wabp (ie. τῶν βασιλέων E) corrupt for yyy = τῶν,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3456,front matter and source discussion,1 Enoch 7,14,"αἰώνων, or pdb for n»abdy: similarly in 10? ἐπάταξαν EGS = \738,",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3458,front matter and source discussion,1 Enoch 7,16,"In 1017 τὰ σάββατα αὐτῶν = ΙΒ), wrongly vocalized for fnnay,",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3461,front matter and source discussion,1 Enoch 7,18,or = ὩΣ corrupt for ONIY. 148 κατεσπούδαζον καὶ teOopiBaovt. —,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3465,front matter and source discussion,1 Enoch 7,22,"noma jin’. Now the pael dna = θορυβάζειν, ταράσσειν, OY συν-",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3466,front matter and source discussion,1 Enoch 7,9,"ταράσσειν in Dan. 4% 16 5% 10 715, 28. and is rendered by Theodotion",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3468,front matter and source discussion,1 Enoch 7,12,"same Aramaic verb by κατασπεύδειν in 416 56, Thus the translator",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3477,front matter and source discussion,1 Enoch 7,12,Aramaic could mean κατασπεύδειν or OopvBalew. Thus we could,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3480,front matter and source discussion,1 Enoch 7,10,explain ἐθορύβαζον as a mistranslation in this context of pbna. It,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3486,front matter and source discussion,1 Enoch 7,23,would mean κατεσπούδαζον and ἐθορύβαζον as a niphal. In 13?,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3498,front matter and source discussion,1 Enoch 7,15,through retranslation into Aramaic. In 910 ἀνέβη ὃ στεναγμὸς,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3499,front matter and source discussion,1 Enoch 7,30,"αὐτῶν Kat οὐ δύναται ἐξελθεῖν, the ἐξελθεῖν is meaningless, but by",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3500,front matter and source discussion,1 Enoch 7,8,"retranslation we discover the origin of the corruption, ἐξελθεῖν =",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3508,front matter and source discussion,1 Enoch 7,10,"Gs has once yf and once πληγή, and GS πληγή both times. The —",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3552,front matter and source discussion,1 Enoch 7,12,In 177 E=1a ὄρη τῶν γνόφων = xbap yp. ‘The phrase was,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3553,front matter and source discussion,1 Enoch 7,13,"ERerived most probably from Jer. 1316 yw) νΠ, Βαυΐ Gs reads ἀνέμους",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3554,front matter and source discussion,1 Enoch 7,9,"τῶν γνόφων = xdap min. Here, as we have seen several times",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3559,front matter and source discussion,1 Enoch 7,43,In 18? the text ἴδον τοὺς τέσσαρας ἀνέμους τὴν γῆν βαστάζοντας καὶ,High-density Greek OCR line; verify against page image/PDF before source-row import.
data/raw/1_enoch_charles_1912_djvu.txt,3560,front matter and source discussion,1 Enoch 7,11,᾿ τὸ στερέωμα (GEE) is quite impossible. The winds do not bear the,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3565,front matter and source discussion,1 Enoch 7,31,‘ In 28? πλήρης δένδρων καὶ ἀπὸ τῶν σπερμάτων. It would be absurd,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3567,front matter and source discussion,1 Enoch 7,10,"t ᾿ σπερμάτων = pyro, corrupt for py (cf. Dan. 12% 16; Mishna, Kil.",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3568,front matter and source discussion,1 Enoch 7,16,"ii, 2; iii. 2) = καὶ τῶν φυτευμάτων. Or the wrong phrase may be",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3571,front matter and source discussion,1 Enoch 7,12,In 315 ὅταν τρίβωσιν refer to certain fragrant trees mentioned in,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3573,front matter and source discussion,1 Enoch 7,8,burnt. (See note in loc.) Hence I assume that )ppt (= τρίβωσιν),Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3574,front matter and source discussion,1 Enoch 7,8,is corrupt for non = = καύσωσιν.,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3638,front matter and source discussion,1 Enoch 7,19,"’émqsdma = ἐκ προσώπου or ἔμπροσθεν = “550, ‘from before,’ or",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3728,front matter and source discussion,1 Enoch 7,9,"ic in form, but σερῥαφείν which occurs only twice in the O,T.,",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3739,front matter and source discussion,1 Enoch 7,46,"Mf οἱ ἄνθρωποι, οἱ υἱοὶ τῶν ἀνθρώπων and πϑιοεν of υἱὸς ἀνθρώπου.᾽",High-density Greek OCR line; verify against page image/PDF before source-row import.
data/raw/1_enoch_charles_1912_djvu.txt,3742,front matter and source discussion,1 Enoch 7,12,"; ni wag used as a rendering of ὁ vids τοῦ ἀνθρώπου, and observes :",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3749,front matter and source discussion,1 Enoch 7,11,"N.T. title 6 vids τοῦ ἀνθρώπου was uniformly used’, it would be",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3778,front matter and source discussion,1 Enoch 7,16,"is referred to in Origen, Contra Celsum 5° (i.e. τοὺς ἀγγέλους) γενέ-",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3779,front matter and source discussion,1 Enoch 7,56,"σθαι κακούς, καὶ κολάζεσθαι δεσμοῖς ὑποβληθέντας ἐν γῇ"" ὅθεν καὶ τὰς.",High-density Greek OCR line; verify against page image/PDF before source-row import.
data/raw/1_enoch_charles_1912_djvu.txt,3780,front matter and source discussion,1 Enoch 7,31,"θερμὰς πηγὰς εἶναι τὰ ἐκείνων δάκρυα (1 En. 679» 11, 12), This evidence",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3848,front matter and source discussion,1 Enoch 7,8,"Bethiopic phrase is used indifferently as a rendering of ἄνθρωπος, vids",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3849,front matter and source discussion,1 Enoch 7,32,"ἀνθρώπου, ἄνθρωποι, υἱοὶ ἀνθρώπων, ἀνήρ. And the full form walda",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3850,front matter and source discussion,1 Enoch 7,8,"*éguala ‘tmahdjiw = vids ἀνθρώπου in Dan. 715 Ps, 7918, in Ezekiel",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3852,front matter and source discussion,1 Enoch 7,11,vids τοῦ ἀνθρώπου. In itself the Ethiopic phrase can mean ‘ son of,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3859,front matter and source discussion,1 Enoch 7,8,Desi. sab’é distinctively = ἄνθρωπος (though in a few cases,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3860,front matter and source discussion,1 Enoch 7,13,‘it = ἀνήρ). Thus walda sab’é = vids ἀνθρώπου. It can also = ὁ vids,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3861,front matter and source discussion,1 Enoch 7,11,"τοῦ ἀνθρώπου, but to make this unmistakable the translator could",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3865,front matter and source discussion,1 Enoch 7,8,"(Lew. 519) puts it, it stands creberrime for ἄνθρωπος. In fact in the",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3866,front matter and source discussion,1 Enoch 7,8,Ethiopic Version of our book it is used as a rendering of ἄνθρωπος in,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3892,front matter and source discussion,1 Enoch 7,18,"ἀνθρώπου, but walda b%si may presuppose ὁ vids τοῦ ἀνδρός. But",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3894,front matter and source discussion,1 Enoch 7,8,a rendering of ἀνθρώπου as in 1? 15}. |,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3898,front matter and source discussion,1 Enoch 7,11,"NWIN7) occurs uniformly as a rendering of 6 vids τοῦ ἀνθρώπου, in the",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3913,front matter and source discussion,1 Enoch 7,12,On the above grounds we conclude that ὃ vids τοῦ ἀνθρώπου stood,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3943,front matter and source discussion,1 Enoch 7,25,"τοῦ ἀνθρώπου and ὃ υἱὸς τοῦ ἀνδρός, and that these were due to the translators, who",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3994,front matter and source discussion,1 Enoch 7,25,For ‘ withheld’ the text reads λογισθήσεται or ἀριθμηθήσεται. The,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,3998,front matter and source discussion,1 Enoch 7,14,"tion into Hebrew. οὐ λογισθήσεται = WN xd, corrupt for 77 N?",Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,4000,front matter and source discussion,1 Enoch 7,13,meaning of the Ethiopic word ἀριθμηθήσεται = NI12N'—a corruption of,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,4052,front matter and source discussion,1 Enoch 7,11,ΓΥΝ ΟΠ ΟΞ ὙἼΠΝ Dw.,Source-status or reception note; do not import as verse text without checking context.
data/raw/1_enoch_charles_1912_djvu.txt,4094,front matter and source discussion,1 Enoch 7,17,"Kthiopic, but reproduces the Greek ἐκάλυψεν ἐπ᾽ αὐτούς, Which in turn",Source-status or reception note; do not import as verse text without checking context.
